id;start_date;start_time;end_date;end_time;timespan;room_id;Repeats;Repeats Until
1570;2024-06-06;19:30;2024-06-06;21:30;("2024-06-06 19:30","2024-06-06 21:30");2;Monatlich am 1. Donnerstag bis 5. Dezember, 2024;2024-12-05
1571;2024-06-06;19:30;2024-06-06;21:00;("2024-06-06 19:30","2024-06-06 21:00");3;Monatlich am 1. Donnerstag;
1572;2024-06-06;19:30;2024-06-06;22:00;("2024-06-06 19:30","2024-06-06 22:00");1;Wöchentlich am Donnerstag;
1573;2024-06-07;9:00;2024-06-07;18:00;("2024-06-07 9:00","2024-06-07 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1574;2024-06-07;18:00;2024-06-07;20:30;("2024-06-07 18:00","2024-06-07 20:30");2;Alle 2 Wochen am Freitag;
1575;2024-06-07;19:30;2024-06-07;22:30;("2024-06-07 19:30","2024-06-07 22:30");5;Wöchentlich am Freitag;
1576;2024-06-08;18:00;2024-06-08;22:00;("2024-06-08 18:00","2024-06-08 22:00");1;;
1577;2024-06-08;18:00;2024-06-08;22:00;("2024-06-08 18:00","2024-06-08 22:00");3;;
1578;2024-06-08;18:00;2024-06-08;22:00;("2024-06-08 18:00","2024-06-08 22:00");2;;
1579;2024-06-08;18:00;2024-06-08;22:00;("2024-06-08 18:00","2024-06-08 22:00");4;;
1580;2024-06-09;8:00;2024-06-09;17:00;("2024-06-09 8:00","2024-06-09 17:00");1;;
1581;2024-06-09;8:00;2024-06-09;17:00;("2024-06-09 8:00","2024-06-09 17:00");3;;
1582;2024-06-09;8:00;2024-06-09;17:00;("2024-06-09 8:00","2024-06-09 17:00");2;;
1583;2024-06-09;8:00;2024-06-09;17:00;("2024-06-09 8:00","2024-06-09 17:00");4;;
1584;2024-06-09;16:00;2024-06-09;23:45;("2024-06-09 16:00","2024-06-09 23:45");7;;
1585;2024-06-09;17:00;2024-06-09;20:00;("2024-06-09 17:00","2024-06-09 20:00");3;Wöchentlich am Sonntag;
1586;2024-06-09;17:00;2024-06-09;22:00;("2024-06-09 17:00","2024-06-09 22:00");1;;
1587;2024-06-09;17:00;2024-06-09;22:00;("2024-06-09 17:00","2024-06-09 22:00");2;;
1588;2024-06-09;17:00;2024-06-09;22:00;("2024-06-09 17:00","2024-06-09 22:00");4;;
1589;2024-06-10;9:00;2024-06-10;12:30;("2024-06-10 9:00","2024-06-10 12:30");6;Wöchentlich am Montag;
1590;2024-06-10;9:00;2024-06-10;18:00;("2024-06-10 9:00","2024-06-10 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1591;2024-06-10;14:00;2024-06-10;15:30;("2024-06-10 14:00","2024-06-10 15:30");6;Wöchentlich am Montag;
1592;2024-06-10;16:00;2024-06-10;19:00;("2024-06-10 16:00","2024-06-10 19:00");6;Wöchentlich am Montag;
1593;2024-06-10;18:00;2024-06-10;20:00;("2024-06-10 18:00","2024-06-10 20:00");5;;
1594;2024-06-10;18:00;2024-06-10;21:00;("2024-06-10 18:00","2024-06-10 21:00");1;;
1595;2024-06-10;19:00;2024-06-10;21:00;("2024-06-10 19:00","2024-06-10 21:00");6;Monatlich am 2. Montag bis 9. Juli, 2024;2024-07-09
1596;2024-06-10;19:00;2024-06-10;21:00;("2024-06-10 19:00","2024-06-10 21:00");3;Wöchentlich am Montag;
1597;2024-06-10;20:00;2024-06-10;21:00;("2024-06-10 20:00","2024-06-10 21:00");2;Monatlich am 2. Montag;
1598;2024-06-11;9:00;2024-06-11;18:00;("2024-06-11 9:00","2024-06-11 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1599;2024-06-11;10:00;2024-06-11;11:30;("2024-06-11 10:00","2024-06-11 11:30");2;;
1600;2024-06-11;10:00;2024-06-11;12:15;("2024-06-11 10:00","2024-06-11 12:15");4;Alle 14 Tage;
1601;2024-06-11;11:00;2024-06-11;13:00;("2024-06-11 11:00","2024-06-11 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
1602;2024-06-11;14:00;2024-06-11;17:00;("2024-06-11 14:00","2024-06-11 17:00");6;Wöchentlich am Dienstag;
1603;2024-06-11;15:30;2024-06-11;17:30;("2024-06-11 15:30","2024-06-11 17:30");5;Wöchentlich am Dienstag;
1604;2024-06-11;19:00;2024-06-11;21:00;("2024-06-11 19:00","2024-06-11 21:00");6;Monatlich am 2. Dienstag;
1605;2024-06-11;19:00;2024-06-11;21:15;("2024-06-11 19:00","2024-06-11 21:15");2;Wöchentlich am Dienstag;
1606;2024-06-12;9:00;2024-06-12;18:00;("2024-06-12 9:00","2024-06-12 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1607;2024-06-12;10:00;2024-06-12;12:00;("2024-06-12 10:00","2024-06-12 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
1608;2024-06-12;11:00;2024-06-12;13:00;("2024-06-12 11:00","2024-06-12 13:00");3;Wöchentlich am Mittwoch;
1609;2024-06-12;13:00;2024-06-12;14:00;("2024-06-12 13:00","2024-06-12 14:00");2;Wöchentlich am Mittwoch;
1610;2024-06-12;17:00;2024-06-12;19:00;("2024-06-12 17:00","2024-06-12 19:00");2;Wöchentlich am Mittwoch;
1611;2024-06-12;19:30;2024-06-12;22:30;("2024-06-12 19:30","2024-06-12 22:30");5;Wöchentlich am Mittwoch;
1612;2024-06-12;20:00;2024-06-12;22:00;("2024-06-12 20:00","2024-06-12 22:00");3;Wöchentlich am Mittwoch;
1613;2024-06-13;9:00;2024-06-13;14:00;("2024-06-13 9:00","2024-06-13 14:00");2;Wöchentlich am Donnerstag;
1614;2024-06-13;9:00;2024-06-13;18:00;("2024-06-13 9:00","2024-06-13 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1615;2024-06-13;15:15;2024-06-13;17:15;("2024-06-13 15:15","2024-06-13 17:15");3;Wöchentlich am Donnerstag;
1616;2024-06-13;18:30;2024-06-13;19:30;("2024-06-13 18:30","2024-06-13 19:30");1;Wöchentlich am Donnerstag;
1617;2024-06-13;18:30;2024-06-13;19:30;("2024-06-13 18:30","2024-06-13 19:30");3;Wöchentlich am Donnerstag;
1618;2024-06-13;18:30;2024-06-13;19:30;("2024-06-13 18:30","2024-06-13 19:30");2;Wöchentlich am Donnerstag;
1619;2024-06-13;18:30;2024-06-13;19:30;("2024-06-13 18:30","2024-06-13 19:30");4;Wöchentlich am Donnerstag;
1620;2024-06-13;19:30;2024-06-13;22:00;("2024-06-13 19:30","2024-06-13 22:00");1;Wöchentlich am Donnerstag;
1621;2024-06-14;9:00;2024-06-14;18:00;("2024-06-14 9:00","2024-06-14 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1622;2024-06-14;19:30;2024-06-14;22:30;("2024-06-14 19:30","2024-06-14 22:30");5;Wöchentlich am Freitag;
1623;2024-06-15;9:00;2024-06-15;17:30;("2024-06-15 9:00","2024-06-15 17:30");5;;
1624;2024-06-16;17:00;2024-06-16;20:00;("2024-06-16 17:00","2024-06-16 20:00");3;Wöchentlich am Sonntag;
1625;2024-06-16;17:00;2024-06-16;21:00;("2024-06-16 17:00","2024-06-16 21:00");5;Monatlich am 3. Sonntag;
1626;2024-06-17;9:00;2024-06-17;12:30;("2024-06-17 9:00","2024-06-17 12:30");6;Wöchentlich am Montag;
1627;2024-06-17;9:00;2024-06-17;18:00;("2024-06-17 9:00","2024-06-17 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1628;2024-06-17;14:00;2024-06-17;15:30;("2024-06-17 14:00","2024-06-17 15:30");6;Wöchentlich am Montag;
1629;2024-06-17;16:00;2024-06-17;19:00;("2024-06-17 16:00","2024-06-17 19:00");6;Wöchentlich am Montag;
1630;2024-06-17;19:00;2024-06-17;21:00;("2024-06-17 19:00","2024-06-17 21:00");2;Monatlich am 3. Montag;
1631;2024-06-17;19:00;2024-06-17;21:00;("2024-06-17 19:00","2024-06-17 21:00");3;Wöchentlich am Montag;
1632;2024-06-17;19:00;2024-06-17;20:30;("2024-06-17 19:00","2024-06-17 20:30");1;;
1633;2024-06-17;19:30;2024-06-17;22:00;("2024-06-17 19:30","2024-06-17 22:00");5;Alle 2 Wochen am Montag;
1634;2024-06-18;9:00;2024-06-18;18:00;("2024-06-18 9:00","2024-06-18 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1635;2024-06-18;9:45;2024-06-18;12:15;("2024-06-18 9:45","2024-06-18 12:15");4;Alle 14 Tage;
1636;2024-06-18;11:00;2024-06-18;13:00;("2024-06-18 11:00","2024-06-18 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
1637;2024-06-18;14:00;2024-06-18;17:00;("2024-06-18 14:00","2024-06-18 17:00");6;Wöchentlich am Dienstag;
1638;2024-06-18;15:30;2024-06-18;17:30;("2024-06-18 15:30","2024-06-18 17:30");5;Wöchentlich am Dienstag;
1639;2024-06-18;16:00;2024-06-18;22:00;("2024-06-18 16:00","2024-06-18 22:00");7;;
1640;2024-06-18;17:30;2024-06-18;21:00;("2024-06-18 17:30","2024-06-18 21:00");6;Monatlich am 3. Dienstag;
1641;2024-06-18;18:30;2024-06-18;22:00;("2024-06-18 18:30","2024-06-18 22:00");5;Alle 3 Wochen am Dienstag;
1642;2024-06-18;19:00;2024-06-18;21:15;("2024-06-18 19:00","2024-06-18 21:15");2;Wöchentlich am Dienstag;
1643;2024-06-19;9:00;2024-06-19;11:00;("2024-06-19 9:00","2024-06-19 11:00");4;Alle 2 Wochen am Mittwoch;
1644;2024-06-19;9:00;2024-06-19;18:00;("2024-06-19 9:00","2024-06-19 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1645;2024-06-19;10:00;2024-06-19;12:00;("2024-06-19 10:00","2024-06-19 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
1646;2024-06-19;11:00;2024-06-19;13:00;("2024-06-19 11:00","2024-06-19 13:00");3;Wöchentlich am Mittwoch;
1647;2024-06-19;13:00;2024-06-19;14:00;("2024-06-19 13:00","2024-06-19 14:00");2;Wöchentlich am Mittwoch;
1648;2024-06-19;17:00;2024-06-19;19:00;("2024-06-19 17:00","2024-06-19 19:00");2;Wöchentlich am Mittwoch;
1649;2024-06-19;18:00;2024-06-19;20:00;("2024-06-19 18:00","2024-06-19 20:00");7;;
1650;2024-06-19;19:30;2024-06-19;22:30;("2024-06-19 19:30","2024-06-19 22:30");5;Wöchentlich am Mittwoch;
1651;2024-06-19;19:30;2024-06-19;21:30;("2024-06-19 19:30","2024-06-19 21:30");1;Alle 2 Wochen am Mittwoch;
1652;2024-06-19;20:00;2024-06-19;22:00;("2024-06-19 20:00","2024-06-19 22:00");3;Wöchentlich am Mittwoch;
1653;2024-06-20;9:00;2024-06-20;14:00;("2024-06-20 9:00","2024-06-20 14:00");2;Wöchentlich am Donnerstag;
1654;2024-06-20;9:00;2024-06-20;18:00;("2024-06-20 9:00","2024-06-20 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1655;2024-06-20;15:15;2024-06-20;17:15;("2024-06-20 15:15","2024-06-20 17:15");3;Wöchentlich am Donnerstag;
1656;2024-06-20;18:30;2024-06-20;19:30;("2024-06-20 18:30","2024-06-20 19:30");1;Wöchentlich am Donnerstag;
1657;2024-06-20;18:30;2024-06-20;19:30;("2024-06-20 18:30","2024-06-20 19:30");3;Wöchentlich am Donnerstag;
1658;2024-06-20;18:30;2024-06-20;19:30;("2024-06-20 18:30","2024-06-20 19:30");2;Wöchentlich am Donnerstag;
1659;2024-06-20;18:30;2024-06-20;19:30;("2024-06-20 18:30","2024-06-20 19:30");4;Wöchentlich am Donnerstag;
1660;2024-06-20;19:30;2024-06-20;21:30;("2024-06-20 19:30","2024-06-20 21:30");5;Monatlich am 3. Donnerstag bis 20. November, 2024;2024-11-20
1661;2024-06-20;19:30;2024-06-20;22:00;("2024-06-20 19:30","2024-06-20 22:00");1;Wöchentlich am Donnerstag;
1662;2024-06-21;9:00;2024-06-21;18:00;("2024-06-21 9:00","2024-06-21 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1663;2024-06-21;18:00;2024-06-21;20:30;("2024-06-21 18:00","2024-06-21 20:30");2;Alle 2 Wochen am Freitag;
1664;2024-06-21;19:00;2024-06-21;21:00;("2024-06-21 19:00","2024-06-21 21:00");1;Monatlich am 3. Freitag bis 31. Dezember, 2024;2024-12-31
1665;2024-06-21;19:00;2024-06-21;21:00;("2024-06-21 19:00","2024-06-21 21:00");3;Monatlich am 3. Freitag bis 31. Dezember, 2024;2024-12-31
1666;2024-06-21;19:30;2024-06-21;22:30;("2024-06-21 19:30","2024-06-21 22:30");5;Wöchentlich am Freitag;
1667;2024-06-22;8:00;2024-06-22;18:00;("2024-06-22 8:00","2024-06-22 18:00");1;;
1668;2024-06-22;8:00;2024-06-22;18:00;("2024-06-22 8:00","2024-06-22 18:00");3;;
1669;2024-06-22;8:00;2024-06-22;18:00;("2024-06-22 8:00","2024-06-22 18:00");2;;
1670;2024-06-22;8:00;2024-06-22;18:00;("2024-06-22 8:00","2024-06-22 18:00");4;;
1671;2024-06-22;9:00;2024-06-22;12:30;("2024-06-22 9:00","2024-06-22 12:30");7;;
1672;2024-06-22;9:00;2024-06-22;12:30;("2024-06-22 9:00","2024-06-22 12:30");5;;
1673;2024-06-23;8:00;2024-06-23;13:00;("2024-06-23 8:00","2024-06-23 13:00");1;;
1674;2024-06-23;8:00;2024-06-23;13:00;("2024-06-23 8:00","2024-06-23 13:00");3;;
1675;2024-06-23;8:00;2024-06-23;13:00;("2024-06-23 8:00","2024-06-23 13:00");2;;
1676;2024-06-23;8:00;2024-06-23;13:00;("2024-06-23 8:00","2024-06-23 13:00");4;;
1677;2024-06-23;17:00;2024-06-23;20:00;("2024-06-23 17:00","2024-06-23 20:00");3;Wöchentlich am Sonntag;
1678;2024-06-24;9:00;2024-06-24;12:30;("2024-06-24 9:00","2024-06-24 12:30");6;Wöchentlich am Montag;
1679;2024-06-24;9:00;2024-06-24;18:00;("2024-06-24 9:00","2024-06-24 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1680;2024-06-24;14:00;2024-06-24;15:30;("2024-06-24 14:00","2024-06-24 15:30");6;Wöchentlich am Montag;
1681;2024-06-24;16:00;2024-06-24;19:00;("2024-06-24 16:00","2024-06-24 19:00");6;Wöchentlich am Montag;
1682;2024-06-24;18:30;2024-06-24;21:00;("2024-06-24 18:30","2024-06-24 21:00");2;Monatlich am 4. Montag;
1683;2024-06-24;19:00;2024-06-24;21:00;("2024-06-24 19:00","2024-06-24 21:00");3;Wöchentlich am Montag;
1684;2024-06-24;19:00;2024-06-24;21:30;("2024-06-24 19:00","2024-06-24 21:30");1;Monatlich am 4. Montag;
1685;2024-06-25;9:00;2024-06-25;18:00;("2024-06-25 9:00","2024-06-25 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1686;2024-06-25;10:00;2024-06-25;12:15;("2024-06-25 10:00","2024-06-25 12:15");4;Alle 14 Tage;
1687;2024-06-25;11:00;2024-06-25;13:00;("2024-06-25 11:00","2024-06-25 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
1688;2024-06-25;14:00;2024-06-25;17:00;("2024-06-25 14:00","2024-06-25 17:00");6;Wöchentlich am Dienstag;
1689;2024-06-25;15:30;2024-06-25;17:30;("2024-06-25 15:30","2024-06-25 17:30");5;Wöchentlich am Dienstag;
1690;2024-06-25;17:30;2024-06-25;21:00;("2024-06-25 17:30","2024-06-25 21:00");6;Monatlich am 4. Dienstag;
1691;2024-06-25;19:00;2024-06-25;21:15;("2024-06-25 19:00","2024-06-25 21:15");2;Wöchentlich am Dienstag;
1692;2024-06-26;9:00;2024-06-26;18:00;("2024-06-26 9:00","2024-06-26 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1693;2024-06-26;10:00;2024-06-26;12:00;("2024-06-26 10:00","2024-06-26 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
1694;2024-06-26;11:00;2024-06-26;13:00;("2024-06-26 11:00","2024-06-26 13:00");3;Wöchentlich am Mittwoch;
1695;2024-06-26;13:00;2024-06-26;14:00;("2024-06-26 13:00","2024-06-26 14:00");2;Wöchentlich am Mittwoch;
1696;2024-06-26;17:00;2024-06-26;19:00;("2024-06-26 17:00","2024-06-26 19:00");2;Wöchentlich am Mittwoch;
1697;2024-06-26;19:30;2024-06-26;22:30;("2024-06-26 19:30","2024-06-26 22:30");5;Wöchentlich am Mittwoch;
1698;2024-06-26;20:00;2024-06-26;22:30;("2024-06-26 20:00","2024-06-26 22:30");2;Monatlich am 4. Mittwoch;
1699;2024-06-26;20:00;2024-06-26;22:00;("2024-06-26 20:00","2024-06-26 22:00");3;Wöchentlich am Mittwoch;
1700;2024-06-27;9:00;2024-06-27;14:00;("2024-06-27 9:00","2024-06-27 14:00");2;Wöchentlich am Donnerstag;
1701;2024-06-27;9:00;2024-06-27;18:00;("2024-06-27 9:00","2024-06-27 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1702;2024-06-27;15:00;2024-06-27;20:00;("2024-06-27 15:00","2024-06-27 20:00");7;;
1703;2024-06-27;15:15;2024-06-27;17:15;("2024-06-27 15:15","2024-06-27 17:15");3;Wöchentlich am Donnerstag;
1704;2024-06-27;18:30;2024-06-27;19:30;("2024-06-27 18:30","2024-06-27 19:30");1;Wöchentlich am Donnerstag;
1705;2024-06-27;18:30;2024-06-27;19:30;("2024-06-27 18:30","2024-06-27 19:30");3;Wöchentlich am Donnerstag;
1706;2024-06-27;18:30;2024-06-27;19:30;("2024-06-27 18:30","2024-06-27 19:30");2;Wöchentlich am Donnerstag;
1707;2024-06-27;18:30;2024-06-27;19:30;("2024-06-27 18:30","2024-06-27 19:30");4;Wöchentlich am Donnerstag;
1708;2024-06-27;19:30;2024-06-27;22:00;("2024-06-27 19:30","2024-06-27 22:00");1;Wöchentlich am Donnerstag;
1709;2024-06-28;9:00;2024-06-28;18:00;("2024-06-28 9:00","2024-06-28 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1710;2024-06-28;9:00;2024-06-28;19:00;("2024-06-28 9:00","2024-06-28 19:00");7;;
1711;2024-06-28;19:30;2024-06-28;22:30;("2024-06-28 19:30","2024-06-28 22:30");5;Wöchentlich am Freitag;
1712;2024-06-29;9:00;2024-06-29;15:00;("2024-06-29 9:00","2024-06-29 15:00");7;;
1713;2024-06-29;18:00;2024-06-29;23:00;("2024-06-29 18:00","2024-06-29 23:00");5;Monatlich am letzten Samstag;
1714;2024-06-30;17:00;2024-06-30;20:00;("2024-06-30 17:00","2024-06-30 20:00");3;Wöchentlich am Sonntag;
1715;2024-07-01;9:00;2024-07-01;12:30;("2024-07-01 9:00","2024-07-01 12:30");6;Wöchentlich am Montag;
1716;2024-07-01;9:00;2024-07-01;18:00;("2024-07-01 9:00","2024-07-01 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1717;2024-07-01;11:00;2024-07-01;12:00;("2024-07-01 11:00","2024-07-01 12:00");4;Alle 4 Wochen am Montag;
1718;2024-07-01;14:00;2024-07-01;15:30;("2024-07-01 14:00","2024-07-01 15:30");6;Wöchentlich am Montag;
1719;2024-07-01;16:00;2024-07-01;19:00;("2024-07-01 16:00","2024-07-01 19:00");6;Wöchentlich am Montag;
1720;2024-07-01;19:00;2024-07-01;20:30;("2024-07-01 19:00","2024-07-01 20:30");6;;
1721;2024-07-01;19:00;2024-07-01;21:00;("2024-07-01 19:00","2024-07-01 21:00");2;Monatlich am 1. Montag;
1722;2024-07-01;19:00;2024-07-01;21:00;("2024-07-01 19:00","2024-07-01 21:00");3;Wöchentlich am Montag;
1723;2024-07-01;19:30;2024-07-01;22:00;("2024-07-01 19:30","2024-07-01 22:00");5;Alle 2 Wochen am Montag;
1724;2024-07-01;19:45;2024-07-01;22:00;("2024-07-01 19:45","2024-07-01 22:00");1;Monatlich am 1. Montag;
1725;2024-07-02;9:00;2024-07-02;18:00;("2024-07-02 9:00","2024-07-02 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1726;2024-07-02;9:45;2024-07-02;12:15;("2024-07-02 9:45","2024-07-02 12:15");4;Alle 14 Tage;
1727;2024-07-02;11:00;2024-07-02;13:00;("2024-07-02 11:00","2024-07-02 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
1728;2024-07-02;14:00;2024-07-02;17:00;("2024-07-02 14:00","2024-07-02 17:00");6;Wöchentlich am Dienstag;
1729;2024-07-02;15:30;2024-07-02;17:30;("2024-07-02 15:30","2024-07-02 17:30");5;Wöchentlich am Dienstag;
1730;2024-07-02;19:00;2024-07-02;21:15;("2024-07-02 19:00","2024-07-02 21:15");2;Wöchentlich am Dienstag;
1731;2024-07-03;9:00;2024-07-03;11:00;("2024-07-03 9:00","2024-07-03 11:00");4;Alle 2 Wochen am Mittwoch;
1732;2024-07-03;9:00;2024-07-03;18:00;("2024-07-03 9:00","2024-07-03 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1733;2024-07-03;10:00;2024-07-03;12:00;("2024-07-03 10:00","2024-07-03 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
1734;2024-07-03;11:00;2024-07-03;13:00;("2024-07-03 11:00","2024-07-03 13:00");3;Wöchentlich am Mittwoch;
1735;2024-07-03;13:00;2024-07-03;14:00;("2024-07-03 13:00","2024-07-03 14:00");2;Wöchentlich am Mittwoch;
1736;2024-07-03;17:00;2024-07-03;19:00;("2024-07-03 17:00","2024-07-03 19:00");2;Wöchentlich am Mittwoch;
1737;2024-07-03;17:00;2024-07-03;19:00;("2024-07-03 17:00","2024-07-03 19:00");5;;
1738;2024-07-03;19:00;2024-07-03;21:00;("2024-07-03 19:00","2024-07-03 21:00");2;Monatlich am 1. Mittwoch;
1739;2024-07-03;19:30;2024-07-03;22:30;("2024-07-03 19:30","2024-07-03 22:30");5;Wöchentlich am Mittwoch;
1740;2024-07-03;19:30;2024-07-03;21:30;("2024-07-03 19:30","2024-07-03 21:30");1;Alle 2 Wochen am Mittwoch;
1741;2024-07-03;20:00;2024-07-03;22:00;("2024-07-03 20:00","2024-07-03 22:00");3;Wöchentlich am Mittwoch;
1742;2024-07-04;9:00;2024-07-04;14:00;("2024-07-04 9:00","2024-07-04 14:00");2;Wöchentlich am Donnerstag;
1743;2024-07-04;9:00;2024-07-04;18:00;("2024-07-04 9:00","2024-07-04 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1744;2024-07-04;15:15;2024-07-04;17:15;("2024-07-04 15:15","2024-07-04 17:15");3;Wöchentlich am Donnerstag;
1745;2024-07-04;18:00;2024-07-04;20:00;("2024-07-04 18:00","2024-07-04 20:00");5;Monatlich am 1. Donnerstag bis 19. Dezember, 2024;2024-12-19
1746;2024-07-04;18:30;2024-07-04;19:30;("2024-07-04 18:30","2024-07-04 19:30");1;Wöchentlich am Donnerstag;
1747;2024-07-04;18:30;2024-07-04;19:30;("2024-07-04 18:30","2024-07-04 19:30");3;Wöchentlich am Donnerstag;
1748;2024-07-04;18:30;2024-07-04;19:30;("2024-07-04 18:30","2024-07-04 19:30");2;Wöchentlich am Donnerstag;
1749;2024-07-04;18:30;2024-07-04;19:30;("2024-07-04 18:30","2024-07-04 19:30");4;Wöchentlich am Donnerstag;
1750;2024-07-04;19:30;2024-07-04;21:30;("2024-07-04 19:30","2024-07-04 21:30");2;Monatlich am 1. Donnerstag bis 5. Dezember, 2024;2024-12-05
1751;2024-07-04;19:30;2024-07-04;21:00;("2024-07-04 19:30","2024-07-04 21:00");3;Monatlich am 1. Donnerstag;
1752;2024-07-04;19:30;2024-07-04;22:00;("2024-07-04 19:30","2024-07-04 22:00");1;Wöchentlich am Donnerstag;
1753;2024-07-05;9:00;2024-07-05;18:00;("2024-07-05 9:00","2024-07-05 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1754;2024-07-05;18:00;2024-07-05;20:30;("2024-07-05 18:00","2024-07-05 20:30");2;Alle 2 Wochen am Freitag;
1755;2024-07-05;19:30;2024-07-05;22:30;("2024-07-05 19:30","2024-07-05 22:30");5;Wöchentlich am Freitag;
1756;2024-07-07;13:00;2024-07-07;17:00;("2024-07-07 13:00","2024-07-07 17:00");5;Monatlich am 1. Sonntag;
1757;2024-07-07;17:00;2024-07-07;20:00;("2024-07-07 17:00","2024-07-07 20:00");3;Wöchentlich am Sonntag;
1758;2024-07-08;9:00;2024-07-08;12:30;("2024-07-08 9:00","2024-07-08 12:30");6;Wöchentlich am Montag;
1759;2024-07-08;9:00;2024-07-08;18:00;("2024-07-08 9:00","2024-07-08 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1760;2024-07-08;14:00;2024-07-08;15:30;("2024-07-08 14:00","2024-07-08 15:30");6;Wöchentlich am Montag;
1761;2024-07-08;16:00;2024-07-08;19:00;("2024-07-08 16:00","2024-07-08 19:00");6;Wöchentlich am Montag;
1762;2024-07-08;16:45;2024-07-08;18:45;("2024-07-08 16:45","2024-07-08 18:45");3;;
1763;2024-07-08;18:00;2024-07-08;20:00;("2024-07-08 18:00","2024-07-08 20:00");5;;
1764;2024-07-08;19:00;2024-07-08;21:00;("2024-07-08 19:00","2024-07-08 21:00");6;Monatlich am 2. Montag bis 9. Juli, 2024;2024-07-09
1765;2024-07-08;19:00;2024-07-08;21:00;("2024-07-08 19:00","2024-07-08 21:00");3;Wöchentlich am Montag;
1766;2024-07-08;20:00;2024-07-08;21:00;("2024-07-08 20:00","2024-07-08 21:00");2;Monatlich am 2. Montag;
1767;2024-07-09;9:00;2024-07-09;18:00;("2024-07-09 9:00","2024-07-09 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1768;2024-07-09;10:00;2024-07-09;12:15;("2024-07-09 10:00","2024-07-09 12:15");4;Alle 14 Tage;
1769;2024-07-09;11:00;2024-07-09;13:00;("2024-07-09 11:00","2024-07-09 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
1770;2024-07-09;14:00;2024-07-09;17:00;("2024-07-09 14:00","2024-07-09 17:00");6;Wöchentlich am Dienstag;
1771;2024-07-09;15:30;2024-07-09;17:30;("2024-07-09 15:30","2024-07-09 17:30");5;Wöchentlich am Dienstag;
1772;2024-07-09;18:30;2024-07-09;22:00;("2024-07-09 18:30","2024-07-09 22:00");5;Alle 3 Wochen am Dienstag;
1773;2024-07-09;19:00;2024-07-09;21:00;("2024-07-09 19:00","2024-07-09 21:00");6;Monatlich am 2. Dienstag;
1774;2024-07-09;19:00;2024-07-09;21:15;("2024-07-09 19:00","2024-07-09 21:15");2;Wöchentlich am Dienstag;
1775;2024-07-10;9:00;2024-07-10;18:00;("2024-07-10 9:00","2024-07-10 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
1776;2024-07-10;10:00;2024-07-10;12:00;("2024-07-10 10:00","2024-07-10 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
1777;2024-07-10;11:00;2024-07-10;13:00;("2024-07-10 11:00","2024-07-10 13:00");3;Wöchentlich am Mittwoch;
